seq,title,relative_path,url
310,强化人才支撑，助推智算OPC社区建设,/f/xs/xmsq/view/26ef84e89d66aec8019da420bbe90eda,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019da420bbe90eda
311,贸易业务员助理,/f/xs/xmsq/view/26ef84e89d66aec8019d7f6368bb0531,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d7f6368bb0531
312,电器附件领域标准研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d0a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d0a
313,超细球形二氧化硅电子浆料熔融粘度可调可控技术研究,/f/xs/xmsq/view/26ef84e79d66ae67019d91dda4cf0add,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d91dda4cf0add
314,复杂环境下的精准电磁定位系统,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80cf6,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80cf6
315,全国统一大市场与公平竞争视角下晋中市招商引资产业政策研究,/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c193b,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c193b
316,中医药脑病诊疗实践与临床研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0aca,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0aca
317,方向泽尼克拟合敏感度分析,/f/xs/xmsq/view/26ef84e79d66ae67019dc9cc316a2053,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dc9cc316a2053
318,晋中道地药材赋能“夏养山西”康养文旅融合发展研究,/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c1932,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c1932
319,立足驻港央企作用发挥，系统提升党建工作质效 ——基于香港民生企业的业务特征和发展路径,/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea1724,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea1724
320,海外轻资产项目的管理和运营,/f/xs/xmsq/view/26ef84e89d66aec8019d9a3bbb200a62,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9a3bbb200a62
321,多模态医疗大模型核心技术研究,/f/xs/xmsq/view/26ef84e79d66ae67019dbf00ba0c1b2a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf00ba0c1b2a
322,生产车间智能排单核心算法和原型系统,/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312f0,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312f0
323,外周血嗜酸性粒细胞在呼吸系统疾病的分布及意义,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac7,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac7
324,区域重金属污染风险评估体系研究,/f/xs/xmsq/view/26ef84e79d66ae67019da0523f600eef,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da0523f600eef
325,FOC电机控制&算法,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70ce4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70ce4
326,神经外科导航系统,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80cfb,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80cfb
327,煤气化核心换热设备煤气流场模拟,/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c83,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c83
328,长寿湖无人机自动巡湖护鱼项目,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f0077f,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f0077f
329,事件触发的工业控制通信协议与算法研究,/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312ee,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312ee
330,县级融媒体中心国际传播能力建设的逻辑与路径,/f/xs/xmsq/view/26ef84e89cf5aeee019d3e352c4d08b0,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3e352c4d08b0
331,面向复杂海面场景的水面自动驾驶算法研究,/f/xs/xmsq/view/26ef84e79d66ae67019d940ad73e0aea,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d940ad73e0aea
332,半导体智能缺陷检测装备设计,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0226,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0226
333,同步调制下的电机 MPC 控制,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d8debf200d4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d8debf200d4
334,探索模具产业教科人一体化改革县域新路径,/f/xs/xmsq/view/26ef84e79d66ae67019d9bf633040dab,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9bf633040dab
335,“初心铸魂·善治安宁”西昌市硕博菁英参谋计划——建设安宁河流域城乡融合发展示范区专项支持行动,/f/xs/xmsq/view/26ef84e79d66ae67019dce2719cc2211,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dce2719cc2211
336,通用动作跟踪控制器训练管线的本体及数据无关性验证,/f/xs/xmsq/view/26ef84e79d66ae67019dc84ad9051fe5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dc84ad9051fe5
337,赋能存量 服务民生：“住养康体旅学”六位一体延庆康养模式创新与实践路径,/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a8f,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a8f
338,锂电池产线智能化调度管理系统,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d10,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d10
339,1.京津冀生态产品价值实现成效评估技术与应用路径 2.基于花园城市目标的北京城市公园供需匹配评价与优化调控研究,/f/xs/xmsq/view/26ef84e79d66ae67019d9611f1aa0c3c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9611f1aa0c3c
340,湖北路过江通道项目,/f/xs/xmsq/view/26ef84e79cf5ad5f019d23e4af460241,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d23e4af460241
341,智能电路版图生成,/f/xs/xmsq/view/26ef84e79cf5ad5f019d44337cbf1060,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d44337cbf1060
342,自冷却空气预热器气流分布、冷却效果、换热影响模拟,/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c85,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c85
343,晋中非遗文创设计实践,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac3,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac3
344,副总经理助理,/f/xs/xmsq/view/26ef84e89d66aec8019d76953a2c0410,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d76953a2c0410
345,【项目定制优先】面向人形机器人的长时记忆VLA探索,/f/xs/xmsq/view/26ef84e79d66ae67019dd6b3cb664a02,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dd6b3cb664a02
346,长寿区产业大脑暨基于知识图谱的大模型精准生成试点项目,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f00781,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f00781
347,具身智能关键技术与产业路径研究：核心零部件、AI Agent与特种场景,/f/xs/xmsq/view/26ef84e79d66ae67019dbf00ba0d1b70,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf00ba0d1b70
348,环境监测仪器数据采集系统,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ac4
349,干式空心电抗器用环保型无卤阻燃环氧树脂绝缘材料配方开发与应用研究,/f/xs/xmsq/view/26ef84e79d66ae67019da13843500f72,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da13843500f72
350,MCU NPU算子开发项目,/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dce,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dce
351,对新传播态势下大型国资央企如何利用新技术、新平台做好新媒体传播、建立良好企业形象，如何管理好本企业意识形态阵地开展研究,/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea171e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea171e
352,基于IGF-1受体通路多态性的甲状腺眼病早期预警模型构建,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0acd,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0acd
353,面向企业复杂决策的去中心化多智能体自组织协作系统,/f/xs/xmsq/view/26ef84e79d66ae67019d940ad73e0b09,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d940ad73e0b09
354,基于大模型打标的扫地机家庭场景数据集构建,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d9433390119,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d9433390119
355,习近平新时代中国特色社会主义思想在华润的实践研究,/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea1721,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dacdf97ea1721
356,多业务板块集团化管理体系优化与跨板块协同提效实践,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ab5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0ab5
357,二代益生菌AKK产品开发——新菌株功能挖掘与知识产权布局,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70ccd,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70ccd
358,【项目定制优先】延庆区支持青年人才创新创业服务体系优化,/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a8c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a8c
359,物理AI在车身域控边缘计算中的 研究和应用,/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dc9,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dc9
360,超大型城市用电客户数据要素全流程化合规管理与价值量化分析的实践,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70cee,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70cee
361,扫地机器人的底盘运动能力专项提升,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d9a4413013c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d9a4413013c
362,经研院2025年基于自主可控大模型的配电网规划专用人机交互推理决策技术研究项目,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0223,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0223
363,AI+高端芯片封装用高填充粉体复配创新技术及应用,/f/xs/xmsq/view/26ef84e79d66ae67019d91dda4cf0adb,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d91dda4cf0adb
364,【项目定制优先】基于隐空间向量的行为人形机器人控制器,/f/xs/xmsq/view/26ef84e79d66ae67019dd6b3cb664a01,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dd6b3cb664a01
365,南湖计算框架,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57d0214,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57d0214
366,基于AI视频生成技术的自动驾驶闭环仿真系统开发,/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dcd,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dcd
367,金融机器学习模型训练中的数据选择和优化问题研究,/f/xs/xmsq/view/26ef84e89d66aec8019d8ed5476b07e5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8ed5476b07e5
368,AI预测性维护：非标设备故障提前预警模型,/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dc1,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dc1
369,地毯设计元素数据库构建,/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312ef,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019dadcc7ac312ef
370,新疆和田地区文旅品牌全媒体传播与数字化宣传实践项目,/f/xs/xmsq/view/26ef84e79d66ae67019dccffbe6a2120,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dccffbe6a2120
371,hirain os 工具链研发项目,/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dd1,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9c3ce4380dd1
372,基于openclaw的企业自动化智能体团队开发,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e022b,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e022b
373,血管性认知障碍相关量表的选择以及其信度、效度分析,/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0acb,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d5272687e0acb
374,同方药业生物医药健康产业园产业布局和战略规划,/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a93,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9aaaa2c80a93
375,新疆和田地区社会公共群众文化,/f/xs/xmsq/view/26ef84e79d66ae67019dccfff35c212e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dccfff35c212e
376,退役光伏组件循环利用技术研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d03,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d03
377,学龄人口变化背景下的教师资源配置研究项目,/f/xs/xmsq/view/26ef84e89cf5aeee019d3e352c4d08a8,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3e352c4d08a8
378,提升扫地机清洁能力、免维护能力与可靠性的超级材料,/f/xs/xmsq/view/26ef84e89cf5aeee019d1da0afd70141,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1da0afd70141
379,【项目定制优先】晋中市闲置土地、厂房、楼宇存量资源盘活利用与再招商路径研究,/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c193c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db44f864c193c
380,超高开关频率车载电源工程化技术研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d8debf200d5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d8debf200d5
381,基于海量单目内镜视频流的消化道动态三维重建与基础模型研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0222,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57e0222
382,【项目定制优先】海纳数据枢纽,/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57d020d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3c91e57d020d
383,多模态具身智能规划决策系统,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d88ea6200b4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d88ea6200b4
384,离子治疗装置研发项目 （ECR离子源+直线加速器+同步加速器+束流输运线）,/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20fdf,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20fdf
385,新媒体传播廉洁文化、家风文化的路径与方法研究,/f/xs/xmsq/view/26ef84e79d66ae67019daf5f7e6c1820,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019daf5f7e6c1820
386,无人机整机设计、机身材料研发,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70cd5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e70cd5
387,快开盲板密封机理及疲劳寿命仿真分析,/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c80,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d98f949060c80
388,具身智能算法开发,/f/xs/xmsq/view/26ef84e89cf5aeee019d1d92f96b0116,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d1d92f96b0116
389,柔性脑机电极材料修饰项目,/f/xs/xmsq/view/26ef84e89d66aec8019daa36e5711149,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019daa36e5711149
390,锂电池大电流分容设备的热仿真与热管理,/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d11,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d429194e80d11
391,新媒体（短视频与图文）传播中爆款生产和精品作品的打造,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f00783,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c8388f00783
392,深度学习和大模型训练中的优化理论问题研究,/f/xs/xmsq/view/26ef84e89d66aec8019d8ed5476b07e6,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8ed5476b07e6
393,战略研究与管理,/f/xs/xmsq/view/26ef84e89d66aec8019d76953a2b0407,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d76953a2b0407
394,AI-AUTO-DRC,/f/xs/xmsq/view/26ef84e79cf5ad5f019d44337cbf1063,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d44337cbf1063
395,587系统、大电芯安全开发,/f/xs/xmsq/view/26ef84e89d66aec8019d9a3bbb200a5d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9a3bbb200a5d
